2019-07-23,15:41:16.356135,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:19.239957,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:22.119096,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:24.997599,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:27.879451,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:30.759323,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:33.639364,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:36.519093,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:39.398425,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:42.279045,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:45.158438,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:48.039057,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:50.918929,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:53.799160,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:56.678372,28-01143d3442aa,22.687,72.837
2019-07-23,15:41:59.559384,28-01143d3442aa,22.687,72.837
2019-07-23,15:42:02.438684,28-01143d3442aa,22.687,72.837
2019-07-23,15:47:07.497489,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:11.374476,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:14.278891,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:17.158353,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:20.037508,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:22.918768,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:25.803572,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:28.678434,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:31.559287,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:34.439020,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:37.318682,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:41.425837,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:44.358779,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:47.238807,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:50.119101,28-01143d3442aa,22.625,72.725
2019-07-23,15:47:52.998390,28-01143d3442aa,22.687,72.837
2019-07-23,15:49:52.792508,28-01143d3442aa,22.687,72.837
2019-07-23,16:00:06.074966,28-01143d3442aa,22.687,72.837
2019-07-23,16:00:08.999733,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:11.878646,28-01143d3442aa,22.062,71.712
2019-07-23,16:00:14.758610,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:17.639458,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:20.519419,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:23.399081,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:26.278795,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:29.159614,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:32.038497,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:36.477635,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:39.403117,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:42.283328,28-01143d3442aa,22.125,71.825
2019-07-23,16:00:45.158180,28-01143d3442aa,22.125,71.825
